Holdings details

Total World Stock ETF (VT)


Equity,as of 09/30/2020

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,2313405,Emerson Electric Co.,EMR,0.07%,Electrical Components & Equipment,US,---,"$13,690,491.44","208,792"
,B1XH026,Vinci SA,DG,0.07%,Construction & Engineering,FR,---,"$13,649,796.91","163,359"
,6895675,Tokyo Electron Ltd.,8035,0.07%,Semiconductor Equipment,JP,---,"$13,585,245.28","52,000"
,B1Y9TB3,Danone SA,BN,0.07%,Packaged Foods & Meats,FR,---,"$13,557,754.76","209,304"
,BBJPFY1,Vonovia SE,VNA,0.07%,Real Estate Operating Companies,DE,---,"$13,525,650.53","197,301"
,BFYT7B7,DocuSign Inc.,DOCU,0.07%,Application Software,US,---,"$13,395,676.64","62,236"
,B0796X4,DexCom Inc.,DXCM,0.07%,Health Care Equipment,US,---,"$13,302,249.87","32,269"
,BFH3N85,Veeva Systems Inc.,VEEV,0.06%,Health Care Technology,US,---,"$13,171,220.79","46,841"
,2257019,Cognizant Technology Solutions Corp.,CTSH,0.06%,IT Consulting & Other Services,US,---,"$13,153,701.60","189,480"
,B23FN39,Lululemon Athletica Inc.,LULU,0.06%,"Apparel, Accessories & Luxury Goods",US,---,"$13,119,795.21","39,833"
,BRJL176,UBS Group AG,UBSG,0.06%,Diversified Capital Markets,CH,---,"$13,077,505.43","1,170,466"
,0709954,Prudential plc,PRU,0.06%,Life & Health Insurance,GB,---,"$13,067,576.20","910,735"
,2076009,Bank of Montreal,BMO,0.06%,Diversified Banks,CA,---,"$13,065,989.56","223,510"
,2310194,Electronic Arts Inc.,EA,0.06%,Interactive Home Entertainment,US,---,"$13,060,952.73","100,153"
,2367026,General Mills Inc.,GIS,0.06%,Packaged Foods & Meats,US,---,"$13,050,932.88","211,591"
,6450267,SK Hynix Inc.,000660,0.06%,Semiconductors,KR,---,"$13,041,458.79","181,933"
,B665KZ5,General Motors Co.,GM,0.06%,Automobile Manufacturers,US,---,"$12,985,275.60","438,840"
,6610403,Murata Manufacturing Co. Ltd.,6981,0.06%,Electronic Components,JP,---,"$12,932,213.54","198,874"
,B8K6ZD1,Workday Inc.,WDAY,0.06%,Application Software,US,---,"$12,860,901.66","59,782"
,6356934,FANUC Corp.,6954,0.06%,Industrial Machinery,JP,---,"$12,856,616.18","66,991"
,5889505,Infineon Technologies AG,IFX,0.06%,Semiconductors,DE,---,"$12,796,255.23","453,994"
,6563024,Sumitomo Mitsui Financial Group Inc.,8316,0.06%,Diversified Banks,JP,---,"$12,776,634.64","456,948"
,BK9DTN5,L3Harris Technologies Inc.,LHX,0.06%,Aerospace & Defense,US,---,"$12,754,304.64","75,096"
,2614807,Xcel Energy Inc.,XEL,0.06%,Electric Utilities,US,---,"$12,746,630.07","184,707"
,6948836,Wesfarmers Ltd.,WES,0.06%,General Merchandise Stores,AU,---,"$12,739,300.22","398,548"
,B0SWJX3,London Stock Exchange Group plc,LSE,0.06%,Financial Exchanges & Data,GB,---,"$12,670,539.78","110,450"
,7088429,AXA SA,CS,0.06%,Multi-line Insurance,FR,---,"$12,533,172.82","677,173"
,BH4HKS3,Vodafone Group plc,VOD,0.06%,Wireless Telecommunication Services,GB,---,"$12,477,998.88","9,414,258"
,5294121,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,MUV2,0.06%,Reinsurance,DE,---,"$12,442,233.53","48,943"
,6065586,Australia & New Zealand Banking Group Ltd.,ANZ,0.06%,Diversified Banks,AU,---,"$12,439,102.90","997,042"
,2685717,ConocoPhillips,COP,0.06%,Oil & Gas Exploration & Production,US,---,"$12,390,105.08","377,287"
,BZ6TS23,SBA Communications Corp.,SBAC,0.06%,Specialized REITs,US,---,"$12,340,144.56","38,747"
,6483809,Kao Corp.,4452,0.06%,Personal Products,JP,---,"$12,307,701.63","163,948"
,2670519,Exelon Corp.,EXC,0.06%,Electric Utilities,US,---,"$12,254,344.08","342,683"
,BHXCF84,Dow Inc.,DOW,0.06%,Commodity Chemicals,US,---,"$12,246,644.50","260,290"
,2365161,General Dynamics Corp.,GD,0.06%,Aerospace & Defense,US,---,"$12,241,780.19","88,433"
,B505PN7,NXP Semiconductors NV,NXPI,0.06%,Semiconductors,US,---,"$12,188,570.17","97,657"
,2293819,eBay Inc.,EBAY,0.06%,Internet & Direct Marketing Retail,US,---,"$12,182,230.40","233,824"
,B0X7DZ3,Chipotle Mexican Grill Inc.,CMG,0.06%,Restaurants,US,---,"$12,137,365.89","9,759"
,6467803,ITOCHU Corp.,8001,0.06%,Trading Companies & Distributors,JP,---,"$12,132,764.81","473,828"
,B0FXT17,Baidu Inc.,BIDU,0.06%,Interactive Media & Services,CN,ADR,"$12,077,318.95","95,405"
,B09M9D2,Kone Oyj,KNEBV,0.06%,Industrial Machinery,FI,---,"$12,024,495.36","136,947"
,BF2DSG3,Sika AG,SIKA,0.06%,Specialty Chemicals,CH,---,"$12,002,572.09","48,880"
,2606440,NetEase Inc.,NTES,0.06%,Interactive Home Entertainment,CN,ADR,"$11,987,374.55","26,365"
,6073556,China Mobile Ltd.,941,0.06%,Wireless Telecommunication Services,CN,---,"$11,963,346.86","1,863,657"
,2138158,Sempra Energy,SRE,0.06%,Multi-Utilities,US,---,"$11,956,135.40","101,015"
,BCRWZ18,Cie Financiere Richemont SA,CFR,0.06%,"Apparel, Accessories & Luxury Goods",CH,---,"$11,954,586.66","178,047"
,BFLR866,Twitter Inc.,TWTR,0.06%,Interactive Media & Services,US,---,"$11,951,676.50","268,577"
,B19NLV4,Experian plc,EXPN,0.06%,Research & Consulting Services,GB,---,"$11,881,749.06","316,218"
,2852533,Public Storage,PSA,0.06%,Specialized REITs,US,---,"$11,826,654.72","53,101"
,B65LWX6,O'Reilly Automotive Inc.,ORLY,0.06%,Automotive Retail,US,---,"$11,816,558.24","25,628"
,BD6P5Q0,Twilio Inc.,TWLO,0.06%,Internet Services & Infrastructure,US,---,"$11,791,876.07","47,723"
,6560393,NAVER Corp.,035420,0.06%,Interactive Media & Services,KR,---,"$11,775,974.67","46,340"
,2807061,Centene Corp.,CNC,0.06%,Managed Health Care,US,---,"$11,680,349.18","200,246"
,B4MGBG6,HCA Healthcare Inc.,HCA,0.06%,Health Care Facilities,US,---,"$11,665,808.88","93,566"
,2636607,Newmont Corp.,NEM,0.06%,Gold,US,---,"$11,647,706.85","183,573"
,2459202,IDEXX Laboratories Inc.,IDXX,0.06%,Health Care Equipment,US,---,"$11,614,434.95","29,545"
,BG0ZMJ9,Xiaomi Corp.,1810,0.06%,"Technology Hardware, Storage & Periphera",CN,---,"$11,587,944.23","4,280,693"
,4682329,Pernod Ricard SA,RI,0.06%,Distillers & Vintners,FR,---,"$11,551,201.11","72,450"
,6981239,Woolworths Group Ltd.,WOW,0.06%,Food Retail,AU,---,"$11,535,494.96","441,150"
,2170525,Canadian Imperial Bank of Commerce,CM,0.06%,Diversified Banks,CA,---,"$11,533,311.11","154,297"
,2262864,CoStar Group Inc.,CSGP,0.06%,Research & Consulting Services,US,---,"$11,483,734.34","13,534"
,2024644,Barrick Gold Corp.,ABX,0.06%,Gold,CA,---,"$11,438,128.05","407,231"
,2746711,Ross Stores Inc.,ROST,0.06%,Apparel Retail,US,---,"$11,428,527.12","122,466"
,B1WT5G2,DSV PANALPINA A/S,DSV,0.06%,Air Freight & Logistics,DK,---,"$11,405,965.44","70,319"
,5959378,Telefonaktiebolaget LM Ericsson,ERIC B,0.06%,Communications Equipment,SE,---,"$11,402,154.46","1,041,936"
,2654461,Capital One Financial Corp.,COF,0.06%,Consumer Finance,US,---,"$11,400,948.30","158,655"
,6332439,Fast Retailing Co. Ltd.,9983,0.06%,Apparel Retail,JP,---,"$11,374,428.95","18,100"
,6763965,SMC Corp./Japan,6273,0.06%,Industrial Machinery,JP,---,"$11,268,301.79","20,200"
,B62B7C3,TE Connectivity Ltd.,TEL,0.06%,Electronic Manufacturing Services,US,---,"$11,258,279.64","115,186"
,7021963,Deutsche Boerse AG,DB1,0.05%,Financial Exchanges & Data,DE,---,"$11,237,221.43","64,095"
,B01NPJ1,Tata Consultancy Services Ltd.,TCS,0.05%,IT Consulting & Other Services,IN,---,"$11,230,811.14","331,954"
,6438564,Hon Hai Precision Industry Co. Ltd.,2317,0.05%,Electronic Manufacturing Services,TW,---,"$11,196,360.03","4,164,520"
,BFZ1K46,Spotify Technology SA,SPOT,0.05%,Movies & Entertainment,US,---,"$11,173,987.05","46,065"
,2867719,Synopsys Inc.,SNPS,0.05%,Application Software,US,---,"$11,158,201.08","52,146"
,B058TZ6,Safran SA,SAF,0.05%,Aerospace & Defense,FR,---,"$11,124,302.88","113,066"
,BD0Q398,Koninklijke Ahold Delhaize NV,AD,0.05%,Food Retail,NL,---,"$11,076,277.85","374,729"
,5964651,Vestas Wind Systems A/S,VWS,0.05%,Heavy Electrical Equipment,DK,---,"$11,070,370.38","68,502"
,6591014,Mizuho Financial Group Inc.,8411,0.05%,Diversified Banks,JP,---,"$11,061,397.40","886,211"
,6372480,MediaTek Inc.,2454,0.05%,Semiconductors,TW,---,"$11,041,276.48","521,086"
,6429104,Hitachi Ltd.,6501,0.05%,Electronic Equipment & Instruments,JP,---,"$11,039,944.59","326,052"
,2520153,Agilent Technologies Inc.,A,0.05%,Life Sciences Tools & Services,US,---,"$10,967,635.70","108,655"
,2145084,Amphenol Corp.,APH,0.05%,Electronic Components,US,---,"$10,949,561.64","101,132"
,BD0Q558,IHS Markit Ltd.,INFO,0.05%,Research & Consulting Services,US,---,"$10,922,075.67","139,117"
,2240202,Cummins Inc.,CMI,0.05%,Construction Machinery & Heavy Trucks,US,---,"$10,898,601.08","51,613"
,5679591,Investor AB,INVE B,0.05%,Multi-Sector Holdings,SE,---,"$10,876,720.09","166,515"
,BF5M0K5,SoftBank Corp.,9434,0.05%,Wireless Telecommunication Services,JP,---,"$10,781,372.44","964,833"
,BYY8XK8,WEC Energy Group Inc.,WEC,0.05%,Multi-Utilities,US,---,"$10,765,880.70","111,103"
,BY7QL61,Johnson Controls International plc,JCI,0.05%,Building Products,US,---,"$10,667,364.75","261,135"
,2170473,Constellation Brands Inc.,STZ,0.05%,Distillers & Vintners,US,---,"$10,647,240.33","56,183"
,B71JBK1,L'Oreal SA,---,0.05%,Personal Products,FR,---,"$10,594,079.81","32,554"
,2868165,Sysco Corp.,SYY,0.05%,Food Distributors,US,---,"$10,586,110.80","170,140"
,2480138,KLA Corp.,KLAC,0.05%,Semiconductor Equipment,US,---,"$10,567,548.30","54,545"
,BD97BN2,Atlas Copco AB,ATCO A,0.05%,Industrial Machinery,SE,---,"$10,547,932.30","221,229"
,5497168,Volkswagen AG,VOW3,0.05%,Automobile Manufacturers,DE,---,"$10,529,608.52","65,437"
,BDR73G1,IQVIA Holdings Inc.,IQV,0.05%,Life Sciences Tools & Services,US,---,"$10,491,852.80","66,560"
,B1XZS82,Anglo American plc,AAL,0.05%,Diversified Metals & Mining,GB,---,"$10,479,916.81","433,167"
,B424494,Splunk Inc.,SPLK,0.05%,Application Software,US,---,"$10,479,405.39","55,703"
,2019952,Allstate Corp.,ALL,0.05%,Property & Casualty Insurance,US,---,"$10,359,918.72","110,048"
,BZ07BW4,Monster Beverage Corp.,MNST,0.05%,Soft Drinks,US,---,"$10,354,461.60","129,108"
,B4MGD82,TAL Education Group,TAL,0.05%,Education Services,CN,ADR,"$10,353,378.28","136,157"
,2197137,Cintas Corp.,CTAS,0.05%,Diversified Support Services,US,---,"$10,316,398.68","30,996"
,4076836,Intesa Sanpaolo SPA,ISP,0.05%,Diversified Banks,IT,---,"$10,303,988.55","5,476,679"
,6196408,Chugai Pharmaceutical Co. Ltd.,4519,0.05%,Pharmaceuticals,JP,---,"$10,271,998.45","228,900"
,2302232,Cadence Design Systems Inc.,CDNS,0.05%,Application Software,US,---,"$10,240,531.94","96,038"
,B4P9W92,Verisk Analytics Inc.,VRSK,0.05%,Research & Consulting Services,US,---,"$10,240,045.29","55,259"
,BP9DL90,Industria de Diseno Textil SA,ITX,0.05%,Apparel Retail,ES,---,"$10,234,083.68","369,935"
,2702337,T Rowe Price Group Inc.,TROW,0.05%,Asset Management & Custody Banks,US,---,"$10,167,717.78","79,299"
,2011646,Alimentation Couche-Tard Inc.,ATD.B,0.05%,Food Retail,CA,---,"$10,144,601.93","291,310"
,2698470,PPG Industries Inc.,PPG,0.05%,Specialty Chemicals,US,---,"$10,140,941.44","83,068"
,B2972D2,MSCI Inc.,MSCI,0.05%,Financial Exchanges & Data,US,---,"$10,122,562.16","28,372"
,B1QH830,Volvo AB,VOLV B,0.05%,Construction Machinery & Heavy Trucks,SE,---,"$10,117,777.20","526,697"
,2665861,PACCAR Inc.,PCAR,0.05%,Construction Machinery & Heavy Trucks,US,---,"$10,116,595.84","118,628"
,BK9ZQ96,Trane Technologies plc,TT,0.05%,Building Products,US,---,"$10,091,273.75","83,227"
,5705946,Banco Santander SA,SAN,0.05%,Diversified Banks,ES,---,"$10,082,275.35","5,405,280"
,2573209,MetLife Inc.,MET,0.05%,Life & Health Insurance,US,---,"$10,039,096.62","270,086"
,BVVN4Q8,Eversource Energy,ES,0.05%,Electric Utilities,US,---,"$9,994,334.55","119,621"
,6513126,Tokio Marine Holdings Inc.,8766,0.05%,Property & Casualty Insurance,JP,---,"$9,991,444.20","228,352"
,6596785,Mitsubishi Corp.,8058,0.05%,Trading Companies & Distributors,JP,---,"$9,988,228.42","417,300"
,6597302,Mitsui & Co. Ltd.,8031,0.05%,Trading Companies & Distributors,JP,---,"$9,957,444.16","579,500"
,B0HZL93,Koninklijke DSM NV,DSM,0.05%,Specialty Chemicals,NL,---,"$9,919,441.95","60,252"
,B28YTC2,Macquarie Group Ltd.,MQG,0.05%,Diversified Capital Markets,AU,---,"$9,902,645.19","114,238"
,2783815,Zimmer Biomet Holdings Inc.,ZBH,0.05%,Health Care Equipment,US,---,"$9,871,375.26","72,509"
,BZ57390,ING Groep NV,INGA,0.05%,Diversified Banks,NL,---,"$9,822,192.07","1,376,253"
,0182704,CRH plc,CRH,0.05%,Construction Materials,GB,---,"$9,813,437.25","272,107"
,2045623,ANSYS Inc.,ANSS,0.05%,Application Software,US,---,"$9,806,101.41","29,967"
,6985383,Astellas Pharma Inc.,4503,0.05%,Pharmaceuticals,JP,---,"$9,799,596.83","657,400"
,6200882,Transurban Group,TCL,0.05%,Highways & Railtracks,AU,---,"$9,793,328.87","959,105"
,2707677,Public Service Enterprise Group Inc.,PEG,0.05%,Multi-Utilities,US,---,"$9,742,242.02","177,422"
,B1Z77F6,Bank of New York Mellon Corp.,BK,0.05%,Asset Management & Custody Banks,US,---,"$9,629,210.72","280,408"
,2065955,AutoZone Inc.,AZO,0.05%,Automotive Retail,US,---,"$9,620,141.16","8,169"
,BYQFRK5,Waste Connections Inc.,WCN,0.05%,Environmental & Facilities Services,---,---,"$9,601,470.77","92,376"
,2769503,Travelers Cos. Inc.,TRV,0.05%,Property & Casualty Insurance,US,---,"$9,597,751.28","88,712"
,2098876,Yum! Brands Inc.,YUM,0.05%,Restaurants,US,---,"$9,595,995.20","105,104"
,BYX4D52,HP Inc.,HPQ,0.05%,"Technology Hardware, Storage & Periphera",US,---,"$9,540,025.29","502,371"
,2492519,Manulife Financial Corp.,MFC,0.05%,Life & Health Insurance,CA,---,"$9,521,161.83","684,552"
,BK531S8,Otis Worldwide Corp.,OTIS,0.05%,Industrial Machinery,US,---,"$9,515,367.22","152,441"
,B1YW1V6,Air Liquide SA,---,0.05%,Industrial Gases,FR,---,"$9,491,933.52","59,882"
,BDB6Q21,Willis Towers Watson plc,WLTW,0.05%,Insurance Brokers,US,---,"$9,473,328.12","45,366"
,6597045,Mitsubishi Electric Corp.,6503,0.05%,Heavy Electrical Equipment,JP,---,"$9,450,139.10","696,440"
,BD6K457,Compass Group plc,CPG,0.05%,Restaurants,GB,---,"$9,425,559.64","627,457"
,5253973,Hermes International,RMS,0.05%,"Apparel, Accessories & Luxury Goods",FR,---,"$9,381,682.63","10,893"
,B5BKPQ4,Motorola Solutions Inc.,MSI,0.05%,Communications Equipment,US,---,"$9,353,246.07","59,647"
,0884709,Tesco plc,TSCO,0.05%,Food Retail,GB,---,"$9,313,689.17","3,395,043"
,BK4N0D7,Carrier Global Corp.,CARR,0.05%,Building Products,US,---,"$9,309,874.68","304,842"
,2204026,Clorox Co.,CLX,0.05%,Household Products,US,---,"$9,296,239.44","44,232"
,4057808,L'Oreal SA,OR,0.05%,Personal Products,FR,---,"$9,292,030.50","28,553"
,2073022,Ball Corp.,BLL,0.05%,Metal & Glass Containers,US,---,"$9,284,753.36","111,703"
,B2R3PV1,American Water Works Co. Inc.,AWK,0.05%,Water Utilities,US,---,"$9,241,460.56","63,787"
,6175203,DBS Group Holdings Ltd.,D05,0.05%,Diversified Banks,SG,---,"$9,232,126.94","627,978"
,2497406,Kroger Co.,KR,0.04%,Food Retail,US,---,"$9,198,494.42","271,262"
,6648891,Oriental Land Co. Ltd./Japan,4661,0.04%,Leisure Facilities,JP,---,"$9,186,061.88","65,500"
,2594653,Marvell Technology Group Ltd.,MRVL,0.04%,Semiconductors,US,---,"$9,184,793.50","231,355"
,6885074,Terumo Corp.,4543,0.04%,Health Care Equipment,JP,---,"$9,178,403.42","230,528"
,B29NF31,Franco-Nevada Corp.,FNV,0.04%,Gold,CA,---,"$9,176,407.01","65,668"
,BYT16L4,Orsted A/S,ORSTED,0.04%,Electric Utilities,DK,---,"$9,173,391.29","66,580"
,2216850,Consolidated Edison Inc.,ED,0.04%,Multi-Utilities,US,---,"$9,168,185.40","117,843"
,B02K2M3,M3 Inc.,2413,0.04%,Health Care Technology,JP,---,"$9,157,077.85","148,038"
,2615468,Ford Motor Co.,F,0.04%,Automobile Manufacturers,US,---,"$9,157,053.78","1,374,933"
,BJT1GR5,Alcon Inc.,ALC,0.04%,Health Care Supplies,CH,---,"$9,151,255.44","161,410"
,BTN1Y44,Walgreens Boots Alliance Inc.,WBA,0.04%,Drug Retail,US,---,"$9,066,136.16","252,398"
,6356945,Fujitsu Ltd.,6702,0.04%,IT Consulting & Other Services,JP,---,"$9,063,215.70","66,340"
,2026361,Aflac Inc.,AFL,0.04%,Life & Health Insurance,US,---,"$9,057,184.10","249,166"
,6183552,Central Japan Railway Co.,9022,0.04%,Railroads,JP,---,"$9,047,459.73","63,119"
,2332262,Fastenal Co.,FAST,0.04%,Trading Companies & Distributors,US,---,"$9,040,770.45","200,505"
,2671501,Parker-Hannifin Corp.,PH,0.04%,Industrial Machinery,US,---,"$9,026,185.06","44,609"
,2047317,Archer-Daniels-Midland Co.,ADM,0.04%,Agricultural Products,US,---,"$9,007,809.42","193,758"
,2674458,Paychex Inc.,PAYX,0.04%,Data Processing & Outsourced Services,US,---,"$9,003,480.36","112,868"
,2398822,Infosys Ltd.,INFY,0.04%,IT Consulting & Other Services,IN,ADR,"$8,928,344.53","646,513"
,2754060,Rockwell Automation Inc.,ROK,0.04%,Electrical Components & Equipment,US,---,"$8,912,823.84","40,388"
,6220103,Rio Tinto Ltd.,RIO,0.04%,Diversified Metals & Mining,AU,---,"$8,909,853.48","130,449"
,2679204,Align Technology Inc.,ALGN,0.04%,Health Care Supplies,US,---,"$8,903,537.28","27,198"
,6641373,Nippon Telegraph & Telephone Corp.,9432,0.04%,Integrated Telecommunication Services,JP,---,"$8,899,630.14","435,900"
,2985677,Xilinx Inc.,XLNX,0.04%,Semiconductors,US,---,"$8,898,447.60","85,365"
,2094670,Best Buy Co. Inc.,BBY,0.04%,Computer & Electronics Retail,US,---,"$8,887,730.69","79,861"
,6346913,LG Chem Ltd.,051910,0.04%,Commodity Chemicals,KR,---,"$8,877,133.25","15,904"
,B1YXBJ7,Air Liquide SA,AI,0.04%,Industrial Gases,FR,---,"$8,841,881.43","55,781"
,2819118,Prudential Financial Inc.,PRU,0.04%,Life & Health Insurance,US,---,"$8,819,879.04","138,852"
,6261674,Hindustan Unilever Ltd.,HINDUNILVR,0.04%,Household Products,IN,---,"$8,790,669.92","312,805"
,B3Q2FJ4,Stanley Black & Decker Inc.,SWK,0.04%,Industrial Machinery,US,---,"$8,756,853.60","53,988"
,2250687,DR Horton Inc.,DHI,0.04%,Homebuilding,US,---,"$8,744,340.60","115,620"
,2210614,Marriott International Inc./MD,MAR,0.04%,"Hotels, Resorts & Cruise Lines",US,---,"$8,722,239.54","94,213"
,BX865C7,Shopify Inc.,SHOP,0.04%,Internet Services & Infrastructure,CA,---,"$8,707,739.36","8,515"
,B11FJK3,TransDigm Group Inc.,TDG,0.04%,Aerospace & Defense,US,---,"$8,698,972.08","18,309"
,5330047,Dassault Systemes SE,DSY,0.04%,Application Software,FR,---,"$8,672,946.43","46,483"
,2592174,Microchip Technology Inc.,MCHP,0.04%,Semiconductors,US,---,"$8,669,141.88","84,363"
,B783TY6,Aptiv plc,APTV,0.04%,Auto Parts & Equipment,US,---,"$8,643,865.44","94,283"
,BDFZSP1,Okta Inc.,OKTA,0.04%,Internet Services & Infrastructure,US,---,"$8,621,148.90","40,314"
,2732903,ResMed Inc.,RMD,0.04%,Health Care Equipment,US,---,"$8,615,386.08","50,256"
,2224701,Corning Inc.,GLW,0.04%,Electronic Components,US,---,"$8,562,722.00","264,200"
,2961053,Skyworks Solutions Inc.,SWKS,0.04%,Semiconductors,US,---,"$8,543,323.50","58,717"
,2036070,Alexion Pharmaceuticals Inc.,ALXN,0.04%,Biotechnology,US,---,"$8,534,875.98","74,586"
,BJTM270,Saudi Arabian Oil Co.,2222,0.04%,Integrated Oil & Gas,SA,---,"$8,524,242.69","890,081"
,BK80XH9,Match Group Inc.,MTCH,0.04%,Interactive Media & Services,US,---,"$8,519,607.40","76,996"
,2550161,McCormick & Co. Inc./MD,MKC,0.04%,Packaged Foods & Meats,US,---,"$8,477,511.60","43,676"
,6307200,Eisai Co. Ltd.,4523,0.04%,Pharmaceuticals,JP,---,"$8,475,639.83","92,800"
,2378534,McKesson Corp.,MCK,0.04%,Health Care Distributors,US,---,"$8,469,053.38","56,866"
,2566124,Sun Life Financial Inc.,SLF,0.04%,Life & Health Insurance,CA,---,"$8,439,670.20","207,111"
,B3NQ4P8,Kinder Morgan Inc.,KMI,0.04%,Oil & Gas Storage & Transportation,US,---,"$8,421,476.31","683,007"
,2967181,Williams Cos. Inc.,WMB,0.04%,Oil & Gas Storage & Transportation,US,---,"$8,409,099.60","427,944"
,B0FS5D6,Seven & i Holdings Co. Ltd.,3382,0.04%,Food Retail,JP,---,"$8,398,250.15","270,300"
,0870612,Lloyds Banking Group plc,LLOY,0.04%,Diversified Banks,GB,---,"$8,392,954.80","24,722,705"
,6205122,Infosys Ltd.,INFY,0.04%,IT Consulting & Other Services,IN,---,"$8,349,008.24","607,194"
,2738127,Seattle Genetics Inc.,SGEN,0.04%,Biotechnology,US,---,"$8,338,350.90","42,610"
,4942904,E.ON SE,EOAN,0.04%,Multi-Utilities,DE,---,"$8,332,884.29","755,990"
,2027342,American International Group Inc.,AIG,0.04%,Multi-line Insurance,US,---,"$8,329,229.03","302,551"
,5756029,Bayerische Motoren Werke AG,BMW,0.04%,Automobile Manufacturers,DE,---,"$8,320,292.65","114,640"
,4768962,RWE AG,RWE,0.04%,Multi-Utilities,DE,---,"$8,317,477.81","222,098"
,B3MSM28,Amadeus IT Group SA,AMS,0.04%,Data Processing & Outsourced Services,ES,---,"$8,297,575.63","149,408"
,BZ3C3R5,Wuxi Biologics Cayman Inc.,2269,0.04%,Life Sciences Tools & Services,CN,---,"$8,212,163.68","335,080"
,BYVMW06,Hilton Worldwide Holdings Inc.,HLT,0.04%,"Hotels, Resorts & Cruise Lines",US,---,"$8,159,663.52","95,636"
,B154564,Bank of China Ltd.,3988,0.04%,Diversified Banks,CN,---,"$8,151,973.11","26,210,410"
,B03FYZ4,Goodman Group,GMG,0.04%,Industrial REITs,AU,---,"$8,138,203.05","628,557"
,7171589,Credit Suisse Group AG,CSGN,0.04%,Diversified Capital Markets,CH,---,"$8,135,013.70","814,911"
,2195841,Church & Dwight Co. Inc.,CHD,0.04%,Household Products,US,---,"$8,106,008.71","86,501"
,BYVYHH4,Welltower Inc.,WELL,0.04%,Health Care REITs,US,---,"$8,077,571.25","146,625"
,B87ZMX0,Palo Alto Networks Inc.,PANW,0.04%,Systems Software,US,---,"$8,066,225.75","32,957"
,2352118,Freeport-McMoRan Inc.,FCX,0.04%,Copper,US,---,"$8,010,980.04","512,211"
,BJVNSS4,Ferguson plc,FERG,0.04%,Trading Companies & Distributors,GB,---,"$7,975,404.89","79,254"
,B0C5YV1,Celltrion Inc.,068270,0.04%,Biotechnology,KR,---,"$7,971,498.85","36,240"
